BLANK; ; ; 22
0 ,  0
0.05 ,  0
0.2 ,  0
0.35 ,  0
0.5 ,  0
0.65 ,  0
0.8 ,  0
0.95 ,  0
1.1 ,  0
1.25 ,  0
1.4 ,  0
1.55 ,  0
1.7 ,  0
1.85 ,  0
2 ,  0
2.15 ,  0
2.3 ,  0
2.45 ,  0
2.6 ,  0
2.75 ,  0
2.9 ,  0
3 ,  0

SAMPLE ;1;Sample 1; 22
3 ,  0.0402503451501224
3.05 ,  0.0402503451501224
3.2 ,  0.0401158229556914
3.35 ,  0.0401581380396506
3.5 ,  0.0401699646481672
3.65 ,  0.0401850890330112
3.8 ,  0.0402040916228935
3.95 ,  0.0402130399604195
4.1 ,  0.0401928770664929
4.25 ,  0.0402015284001015
4.4 ,  0.0401870779807598
4.55 ,  0.040177996333246
4.7 ,  0.0401673627324134
4.85 ,  0.040160751260718
5 ,  0.0401517951823398
5.15 ,  0.0401287564966008
5.3 ,  0.0401213669437143
5.45 ,  0.0401013765482421
5.6 ,  0.040084398583005
5.75 ,  0.0400663981926918
5.9 ,  0.0400508825844847
6 ,  0.0400508825844847
BLANK; ; ; 22
6 ,  0
6.05 ,  0
6.2 ,  0
6.35 ,  0
6.5 ,  0
6.65 ,  0
6.8 ,  0
6.95 ,  0
7.1 ,  0
7.25 ,  0
7.4 ,  0
7.55 ,  0
7.7 ,  0
7.85 ,  0
8 ,  0
8.15 ,  0
8.3 ,  0
8.45 ,  0
8.60000000000001 ,  0
8.75000000000001 ,  0
8.90000000000001 ,  0
9 ,  0
